"","title","created_at","updated_at","id","chamber","state","session","type","bill_id"
"9683","Relating to access to certain health records and information regarding a child placed for adoption.","2017-03-04 07:16:43","2017-06-05 10:28:29","TXB00052934","upper","tx","85","bill","SB 1206"
"9684","Relating to advance directives or health care or treatment decisions made by or on behalf of patients.","2017-03-04 07:16:43","2017-06-05 10:28:49","TXB00052936","upper","tx","85","bill","SB 1213"
"9685","Proposing a constitutional amendment to permit additional uses of certain dedicated general revenue transferred each fiscal year to the state highway fund.","2017-03-04 07:16:43","2017-06-05 10:28:23","TXB00052943","upper","tx","85","joint resolution","SJR 48"
"9686","Relating to designation of mathematics innovation zones by the commissioner of education and to the establishment of pay for success programs to provide necessary funding.","2017-03-04 07:16:45","2017-06-05 10:27:51","TXB00052971","upper","tx","85","bill","SB 1211"
"9687","Relating to the punishment for the offense of criminal mischief involving the death of a head of cattle or horses.","2017-03-04 07:16:45","2017-06-05 10:28:02","TXB00052973","upper","tx","85","bill","SB 1204"
"9688","Proposing a constitutional amendment authorizing the issuance of general obligation bonds to pay for certain state infrastructure projects.","2017-03-04 07:16:46","2017-06-05 10:28:18","TXB00052992","upper","tx","85","joint resolution","SJR 47"
"9689","Relating to the investment of a portion of the economic stabilization fund balance.","2017-03-04 07:16:47","2017-06-05 10:28:48","TXB00053020","upper","tx","85","bill","SB 1222"
"9690","Relating to the rehabilitation, demolition, or change in use of residential property occupied by a tenant.","2017-03-04 07:16:47","2017-06-05 10:28:28","TXB00053025","upper","tx","85","bill","SB 1202"
"9691","Relating to the cancellation of a person's voter registration on notice that the person has acknowledged that the person is not a citizen.","2017-03-04 07:16:47","2017-06-05 10:28:18","TXB00053029","upper","tx","85","bill","SB 1230"
"9692","Relating to the eligibility of certain criminal defendants for an order of nondisclosure of criminal history record information.","2017-03-04 07:16:50","2017-06-05 10:28:25","TXB00053093","upper","tx","85","bill","SB 1227"
"9693","Relating to studies and reports on the prosecution of criminal cases involving abusable synthetic substances.","2017-03-04 07:16:50","2017-06-05 10:28:21","TXB00053096","upper","tx","85","bill","SB 1195"
"9694","Relating to a requirement that the Texas Higher Education Coordinating Board conduct an annual comprehensive evaluation of the impact of the top 10 percent automatic admissions law.","2017-03-04 07:16:51","2017-06-05 10:28:12","TXB00053115","upper","tx","85","bill","SB 1219"
"9695","Relating to the creation of an advisory committee to review special education programs available in public schools.","2017-03-04 07:16:51","2017-06-05 10:28:38","TXB00053119","upper","tx","85","bill","SB 1210"
"9696","Relating to fees charged by the Rolling Plains Groundwater Conservation District; authorizing a fee.","2017-03-04 07:16:52","2017-06-05 10:28:45","TXB00053138","upper","tx","85","bill","SB 1197"
"9697","Relating to prostitution and trafficking of persons and to certain criminal and civil consequences of that conduct.","2017-03-04 07:16:55","2017-06-05 10:28:20","TXB00053199","upper","tx","85","bill","SB 1226"
"9698","Proposing a constitutional amendment to set aside general revenue as dedicated to pay for certain state infrastructure projects.","2017-03-04 07:16:56","2017-06-05 10:27:44","TXB00053218","upper","tx","85","joint resolution","SJR 46"
"9699","Relating to the Teacher Retirement System of Texas.","2017-03-04 07:16:57","2017-06-05 10:28:24","TXB00053225","upper","tx","85","bill","SB 1216"
"9700","Proposing a constitutional amendment prohibiting the imposition of an individual income tax.","2017-03-04 07:16:57","2017-06-05 10:27:51","TXB00053233","upper","tx","85","joint resolution","SJR 45"
"9701","Relating to the release of a body worn camera recording to the subject of that recording.","2017-03-04 07:17:00","2017-06-05 10:28:46","TXB00053271","upper","tx","85","bill","SB 1201"
"9702","Relating to the use of alternative or substitute exit-level assessment instruments to allow certain public school students to receive a high school diploma.","2017-03-04 07:17:01","2017-06-05 10:28:15","TXB00053297","upper","tx","85","bill","SB 1212"
"9703","Relating to the creation of an additional county court at law in Hidalgo County.","2017-03-11 08:34:39","2017-06-05 10:28:16","TXB00053643","upper","tx","85","bill","SB 1593"
"9704","In memory of Jack Pope.","2017-03-11 08:34:44","2017-06-05 10:27:41","TXB00053879","upper","tx","85","resolution","SR 402"
"9705","Recognizing Byron V. Garrett for his work in the fields of education and family relations.","2017-03-11 08:34:50","2017-06-05 10:28:47","TXB00054257","upper","tx","85","resolution","SR 399"
"9706","Relating to the jurisdiction of the statutory county courts of Hidalgo County.","2017-03-11 08:34:53","2017-06-05 10:28:42","TXB00054442","upper","tx","85","bill","SB 1594"
"9707","Recognizing Texas Task Force 1 on the occasion of its 20th anniversary.","2017-03-11 08:35:05","2017-06-05 10:28:51","TXB00055159","upper","tx","85","resolution","SR 401"
"9708","Recognizing March 9, 2017, as Coppell Day.","2017-03-11 08:35:14","2017-06-05 10:27:46","TXB00055732","upper","tx","85","resolution","SR 400"
"9709","Authorizing the State Preservation Board, subject to state law and rules of the board, to approve and permit the relocation of the Texas Game Warden Memorial to a site at the State Capitol, south of the Sam Houston Building, just outside of the historic grounds.","2016-12-28 00:23:52","2017-06-05 10:28:50","TXB00047929","upper","tx","85","concurrent resolution","SCR 4"
"9710","Celebrating March 8, 2017, as Golden Crescent Day.","2017-02-28 07:06:48","2017-06-05 10:28:41","TXB00052469","upper","tx","85","resolution","SR 312"
"9711","Recognizing March 8, 2017, Parkland Health and Hospital System Day.","2017-03-11 08:34:43","2017-06-05 10:28:30","TXB00053830","upper","tx","85","resolution","SR 360"
"9712","Recognizing March 8, 2017, as Wilbarger County and City of Vernon Day.","2017-03-11 08:34:45","2017-06-05 10:27:52","TXB00053951","upper","tx","85","resolution","SR 307"
"9713","Recognizing CITGO Texas Operations for its 80 years of community involvement.","2017-03-11 08:34:50","2017-06-05 10:28:21","TXB00054271","upper","tx","85","resolution","SR 397"
"9714","Recognizing March 16, 2017, as West Day.","2017-03-11 08:35:08","2017-06-05 10:28:29","TXB00055270","upper","tx","85","resolution","SR 398"
"9715","Relating to the prohibition on lobbying by certain elected officers.","2017-01-26 05:40:24","2017-06-16 10:11:54","TXB00049925","upper","tx","85","bill","SB 503"
"9716","Relating to the disclosure of certain contracts, services, and compensation in personal financial statements filed by public officers and candidates.","2017-01-26 05:40:29","2017-06-05 10:27:54","TXB00049989","upper","tx","85","bill","SB 501"
"9717","Relating to the punishment for theft offenses involving certain metals.","2017-02-27 06:45:46","2017-06-05 10:28:03","TXB00050799","upper","tx","85","bill","SB 1077"
"9718","Relating to required disclosures for prenatal genetic screening; imposing a civil penalty.","2017-02-27 06:45:52","2017-06-05 10:28:19","TXB00051101","upper","tx","85","bill","SB 1080"
"9719","Relating to parental rights regarding a student's participation in human sexuality instruction in public schools.","2017-02-27 06:45:53","2017-06-05 10:28:05","TXB00051160","upper","tx","85","bill","SB 1094"
"9720","Relating to the composition of the board of trustees of the Employees Retirement System of Texas.","2017-02-27 06:45:59","2017-06-05 10:28:03","TXB00051569","upper","tx","85","bill","SB 935"
"9721","Designating Stamford as the Western Art Show Capital of Texas for a 10-year period beginning in 2017.","2017-02-27 06:46:03","2017-06-05 10:28:22","TXB00051812","upper","tx","85","concurrent resolution","SCR 27"
"9722","Relating to the ownership and local regulation of trees and timber.","2017-02-27 06:46:03","2017-06-05 10:28:03","TXB00051851","upper","tx","85","bill","SB 1082"
"9723","Relating to the creation of a commission to review certain penal laws of this state that do not prescribe a culpable mental state.","2017-02-27 06:46:03","2017-06-05 10:28:04","TXB00051870","upper","tx","85","bill","SB 1079"
"9724","Relating to certain claims for benefits or compensation by survivors of fire fighters.","2017-02-27 06:46:04","2017-06-05 10:28:08","TXB00051889","upper","tx","85","bill","SB 1069"
"9725","Applying to the Congress of the United States to call a convention under Article V of the United States Constitution for the limited purpose of proposing an amendment to the constitution to limit the terms of office of members of Congress.","2017-02-27 06:46:06","2017-06-05 10:28:20","TXB00052082","upper","tx","85","joint resolution","SJR 40"
"9726","Relating to financial assistance provided for the demolition and replacement of unsafe housing and the purchase of manufactured homes by individuals and families of very low income.","2017-02-28 07:06:43","2017-06-05 10:27:58","TXB00052415","upper","tx","85","bill","SB 1114"
"9727","Relating to a study regarding the costs of educating students with disabilities in public schools.","2017-02-28 07:06:43","2017-06-05 10:28:07","TXB00052421","upper","tx","85","bill","SB 1116"
"9728","Relating to the employment of certain persons with disabilities.","2017-02-28 07:06:47","2017-06-05 10:27:52","TXB00052462","upper","tx","85","bill","SB 1111"
"9729","Relating to funding for apprenticeship training programs through a lottery game.","2017-02-28 07:06:48","2017-06-05 10:28:46","TXB00052467","upper","tx","85","bill","SB 1097"
"9730","Relating to the establishment of the Texas Returning Adult Student Grant Program for certain students enrolled in baccalaureate degree programs at certain postsecondary educational institutions.","2017-02-28 07:06:48","2017-06-05 10:28:22","TXB00052468","upper","tx","85","bill","SB 1103"
"9731","Relating to the issuance of a citation for criminal trespass punishable as a Class B misdemeanor.","2017-02-28 07:06:49","2017-06-05 10:28:11","TXB00052471","upper","tx","85","bill","SB 1106"
"9732","Relating to the revocation of certain water utilities' certificate of public convenience and necessity for major rules violations.","2017-02-28 07:06:49","2017-06-05 10:28:15","TXB00052476","upper","tx","85","bill","SB 1115"
"9733","Relating to the presumption of intent in the prosecution of certain criminal cases involving theft by check or issuance of a bad check.","2017-02-28 07:06:50","2017-06-05 10:28:04","TXB00052478","upper","tx","85","bill","SB 1121"
"9734","Relating to the examination attempt limits for certain applicants seeking a license to practice medicine.","2017-02-28 07:06:51","2017-06-05 10:28:28","TXB00052496","upper","tx","85","bill","SB 1112"
"9735","Relating to regulations and policies for entering or using a bathroom or changing facility in buildings operated by certain governmental entities and public schools; authorizing a civil penalty.","2017-02-28 07:06:53","2017-06-05 10:27:50","TXB00052520","upper","tx","85","bill","SB 1113"
"9736","Relating to the computation of cost of goods sold for purposes of the franchise tax by taxable entities that transport ready-mixed concrete.","2017-02-28 07:06:53","2017-06-05 10:28:33","TXB00052526","upper","tx","85","bill","SB 1108"
"9737","Relating to human sexuality education in public schools.","2017-02-28 07:06:55","2017-06-05 10:28:18","TXB00052541","upper","tx","85","bill","SB 1104"
"9738","Relating to instruction of certain students in cardiopulmonary resuscitation.","2017-03-01 07:14:29","2017-06-05 10:28:27","TXB00052582","upper","tx","85","bill","SB 1141"
"9739","Relating to the prohibition against sexual harassment in the workplace.","2017-03-01 07:14:31","2017-06-05 10:28:22","TXB00052588","upper","tx","85","bill","SB 1140"
"9740","Relating to the allocation of certain fees on the sale of cigarettes and cigarette tobacco products manufactured by certain companies to the permanent health fund for higher education and to the use of money in that fund.","2017-03-01 07:14:33","2017-06-05 10:28:22","TXB00052607","upper","tx","85","bill","SB 1139"
"9741","Relating to the temporary continuation of medical assistance for certain individuals with intellectual or developmental disabilities.","2017-03-01 07:14:37","2017-06-05 10:28:27","TXB00052640","upper","tx","85","bill","SB 1132"
"9742","Relating to the scheduling of the first day of school for students by school districts.","2017-03-01 07:14:38","2017-06-05 10:27:55","TXB00052659","upper","tx","85","bill","SB 1134"
"9743","Relating to the early voting period.","2017-03-01 07:14:39","2017-06-05 10:28:27","TXB00052670","upper","tx","85","bill","SB 1125"
"9744","Relating to providing for an automatic vote recount in the case of certain election discrepancies; creating an offense.","2017-03-01 07:14:39","2017-06-05 10:28:03","TXB00052672","upper","tx","85","bill","SB 1142"
"9745","Relating to access to the central child abuse and neglect registry by certain child-care facilities.","2017-03-01 07:14:41","2017-06-05 10:28:46","TXB00052694","upper","tx","85","bill","SB 1128"
"9746","Relating to nontolled lanes on a highway that has been converted from a nontolled highway to a toll project.","2017-03-01 07:14:42","2017-06-05 10:28:45","TXB00052698","upper","tx","85","bill","SB 1127"
"9747","Relating to the placement on a ballot of a proposition to amend the state constitution.","2017-03-01 07:14:43","2017-06-05 10:28:38","TXB00052706","upper","tx","85","bill","SB 1149"
"9748","Relating to the first day of instruction at a public school in a district of innovation.","2017-03-01 07:14:45","2017-06-05 10:28:27","TXB00052727","upper","tx","85","bill","SB 1135"
"9749","Relating to the use of direct recording electronic voting machines.","2017-03-01 07:14:45","2017-06-05 10:28:31","TXB00052729","upper","tx","85","bill","SB 1144"
"9750","Relating to the content of local and state propositions on the ballot.","2017-03-01 07:14:46","2017-06-05 10:28:18","TXB00052730","upper","tx","85","bill","SB 1150"
"9751","Relating to the carrying of handguns by license holders on the property of state hospitals; providing a civil penalty.","2017-03-01 07:14:46","2017-06-05 10:27:34","TXB00052732","upper","tx","85","bill","SB 1146"
"9752","Recognizing the Robert B. Green Memorial Hospital on the occasion of its 100th anniversary.","2017-03-02 07:02:40","2017-06-05 10:28:31","TXB00052781","upper","tx","85","resolution","SR 347"
"9753","Recognizing March 7, 2017, as Space Day.","2017-03-11 08:34:37","2017-06-05 10:28:38","TXB00053610","upper","tx","85","resolution","SR 374"
"9754","Recognizing William and Doris Moore on the occasion of their 70th wedding anniversary.","2017-03-11 08:34:42","2017-06-05 10:28:44","TXB00053772","upper","tx","85","resolution","SR 388"
"9755","In memory of Joseph E. Torres.","2017-03-11 08:34:44","2017-06-05 10:28:21","TXB00053881","upper","tx","85","resolution","SR 395"
"9756","Recognizing March 7, 2017, as Palmview Day.","2017-03-11 08:34:45","2017-06-05 10:28:15","TXB00053944","upper","tx","85","resolution","SR 373"
"9757","In memory of Bobbie Bolds Lander.","2017-03-11 08:34:46","2017-06-05 10:28:28","TXB00054030","upper","tx","85","resolution","SR 391"
"9758","Recognizing March 9, 2017, as Hopkins County Day.","2017-03-11 08:34:48","2017-06-05 10:28:08","TXB00054181","upper","tx","85","resolution","SR 392"
"9759","Recognizing Clear Creek Heat and Air for being named the 2016 Business of the Year.","2017-03-11 08:34:50","2017-06-05 10:27:46","TXB00054269","upper","tx","85","resolution","SR 389"
"9760","Recognizing John Treviño for his service to his community.","2017-03-11 08:34:51","2017-06-05 10:27:49","TXB00054330","upper","tx","85","resolution","SR 394"
"9761","Recognizing March 8, 2017, as Brownsville Chamber of Commerce Day.","2017-03-11 08:34:52","2017-06-05 10:28:05","TXB00054402","upper","tx","85","resolution","SR 393"
"9762","Recognizing March 7, 2017, as Montgomery County Day.","2017-03-11 08:34:53","2017-06-05 10:28:35","TXB00054446","upper","tx","85","resolution","SR 375"
"9763","Recognizing March 7, 2017, as Van Zandt County Day.","2017-03-11 08:34:57","2017-06-05 10:28:43","TXB00054726","upper","tx","85","resolution","SR 280"
"9764","Recognizing the Texas A&M University women's swimming and diving team for winning the Southeastern Conference championship.","2017-03-11 08:35:01","2017-06-05 10:28:04","TXB00054953","upper","tx","85","resolution","SR 390"
"9765","Commending Kyle Pogue for achieving the rank of Eagle Scout.","2017-03-11 08:35:12","2017-06-05 10:28:47","TXB00055555","upper","tx","85","resolution","SR 396"
"9766","Recognizing March 7, 2017, as Blinn College Day.","2017-03-11 08:35:13","2017-06-05 10:27:57","TXB00055624","upper","tx","85","resolution","SR 370"
"9767","Recognizing March 7, 2017, as Houston East End Chamber of Commerce Day.","2017-03-11 08:35:13","2017-06-05 10:28:17","TXB00055653","upper","tx","85","resolution","SR 364"
"9768","Recognizing March 7, 2017, as Brazoria County Day.","2017-03-11 08:35:14","2017-06-05 10:28:34","TXB00055742","upper","tx","85","resolution","SR 350"
"9769","Relating to the distribution, possession, purchase, consumption, and receipt of cigarettes, e-cigarettes, and tobacco products; providing penalties.","2016-12-28 00:23:52","2017-06-05 10:27:54","TXB00047980","upper","tx","85","bill","SB 183"
"9770","Relating to physical fitness assessment of public school students.","2017-02-27 06:45:49","2017-06-05 10:28:38","TXB00050920","upper","tx","85","bill","SB 1068"
"9771","Relating to the powers and duties of the board of pilot commissioners for certain ports.","2017-02-27 06:45:50","2017-06-05 10:28:08","TXB00050979","upper","tx","85","bill","SB 1029"
"9772","Relating to medical causation narrative reports created under the Texas Workers' Compensation Act.","2017-02-27 06:45:50","2017-06-05 10:28:19","TXB00050983","upper","tx","85","bill","SB 1035"
"9773","Relating to peace officer enforcement of federal immigration law at places of worship, hospitals, public schools, and courthouses.","2017-02-27 06:45:50","2017-06-05 10:28:45","TXB00050985","upper","tx","85","bill","SB 997"
"9774","Relating to the distribution, possession, purchase, consumption, and receipt of cigarettes, e-cigarettes, and tobacco products; providing penalties.","2017-02-27 06:45:50","2017-06-05 10:28:06","TXB00051003","upper","tx","85","bill","SB 910"
"9775","Relating to the disclosure of personal information contained in motor vehicle records; providing an administrative penalty.","2017-02-27 06:45:53","2017-06-05 10:27:59","TXB00051181","upper","tx","85","bill","SB 1013"
"9776","Relating to assistance provided to employees of state agencies abolished under the Texas Sunset Act.","2017-02-27 06:45:53","2017-06-05 10:28:25","TXB00051184","upper","tx","85","bill","SB 1055"
"9777","Relating to grand jury proceedings; providing a penalty.","2017-02-27 06:45:53","2017-06-05 10:28:08","TXB00051203","upper","tx","85","bill","SB 1058"
"9778","Relating to cybercrime; creating criminal offenses.","2017-02-27 06:45:53","2017-06-05 10:27:58","TXB00051216","upper","tx","85","bill","SB 1020"
"9779","Relating to the filing of a bond by a private high-speed rail operator with the Texas Department of Transportation.","2017-02-27 06:45:56","2017-06-05 10:28:15","TXB00051424","upper","tx","85","bill","SB 978"
"9780","Relating to health benefit plan coverage for accelerated refills of certain prescription eye drops.","2017-02-27 06:45:56","2017-06-05 10:28:41","TXB00051430","upper","tx","85","bill","SB 1040"
"9781","Relating to the regulation of migrant labor housing facilities.","2017-02-27 06:45:58","2017-06-05 10:28:22","TXB00051512","upper","tx","85","bill","SB 1025"
"9782","Relating to the dismissal of certain suits affecting the parent-child relationship in which the court has rendered a temporary order.","2017-02-27 06:45:58","2017-06-05 10:28:50","TXB00051538","upper","tx","85","bill","SB 1019"
"9783","Relating to evaluation of public schools based on academic achievement and financial resources.","2017-02-27 06:45:59","2017-06-05 10:27:59","TXB00051546","upper","tx","85","bill","SB 1038"
"9784","Relating to the method for determining whether a property owner has created the number of new qualifying jobs required for eligibility for a limitation on the appraised value of property for school district maintenance and operations ad valorem tax purposes under the Texas Economic Development Act.","2017-02-27 06:45:59","2017-06-05 10:28:34","TXB00051555","upper","tx","85","bill","SB 1026"
"9785","Relating to certain sentencing procedures in a capital case.","2017-02-27 06:45:59","2017-06-05 10:28:40","TXB00051559","upper","tx","85","bill","SB 1065"
"9786","Relating to the transfer of the licensing and regulation of certain counseling professions to the Texas Department of Licensing and Regulation.","2017-02-27 06:45:59","2017-06-05 10:27:59","TXB00051579","upper","tx","85","bill","SB 1022"
"9787","Relating to inspection of certain vacant properties for abandoned animals; providing a civil penalty.","2017-02-27 06:46:00","2017-06-05 10:28:06","TXB00051643","upper","tx","85","bill","SB 1057"
"9788","Relating to the authority of an appraisal review board to direct changes in the appraisal roll and related appraisal records if a residence homestead is sold for less than the appraised value.","2017-02-27 06:46:00","2017-06-05 10:28:37","TXB00051652","upper","tx","85","bill","SB 987"
"9789","Relating to certain duties of a sheriff regarding a county jail prisoner's health benefits coverage information.","2017-02-27 06:46:01","2017-06-05 10:28:24","TXB00051704","upper","tx","85","bill","SB 984"
"9790","Relating to the establishment of an educational and vocational training pilot program for certain state jail felony defendants.","2017-02-27 06:46:01","2017-06-05 10:27:53","TXB00051720","upper","tx","85","bill","SB 1011"
"9791","Relating to requirements for and the transparency of epidemiological reports and immunization exemption information and reports.","2017-02-27 06:46:01","2017-06-05 10:28:28","TXB00051722","upper","tx","85","bill","SB 1010"
"9792","Relating to the authority of the governing body of a school district to waive the new jobs creation requirement for the purpose of eligibility for a limitation on the appraised value of property for school district maintenance and operations ad valorem tax purposes under the Texas Economic Development Act.","2017-02-27 06:46:01","2017-06-05 10:27:38","TXB00051724","upper","tx","85","bill","SB 1027"
"9793","Relating to a periodic review of local government programs that award economic development incentives to business entities.","2017-02-27 06:46:01","2017-06-05 10:28:34","TXB00051727","upper","tx","85","bill","SB 1028"
"9794","Relating to state contributions for health benefit plan coverage under the Texas Public School Retired Employees Group Benefits Act.","2017-02-27 06:46:02","2017-06-05 10:28:25","TXB00051780","upper","tx","85","bill","SB 1048"
"9795","Relating to the suspension of a driver's license issued to a person who fails to pay an administrative penalty imposed by the Texas Funeral Service Commission.","2017-02-27 06:46:03","2017-06-05 10:28:45","TXB00051861","upper","tx","85","bill","SB 1044"
"9796","Relating to a grant program to support the enforcement of immigration law by a municipality or county.","2017-02-27 06:46:03","2017-06-05 10:28:21","TXB00051875","upper","tx","85","bill","SB 986"
"9797","Relating to the Texas Funeral Service Commission; authorizing fees.","2017-02-27 06:46:04","2017-06-05 10:27:57","TXB00051923","upper","tx","85","bill","SB 983"
"9798","Relating to a report by the Texas Department of Transportation and the Legislative Budget Board on high-speed rail projects.","2017-02-27 06:46:05","2017-06-05 10:28:17","TXB00051964","upper","tx","85","bill","SB 982"
"9799","Relating to increasing the punishment for certain offenses committed by a person who is unlawfully present in the United States; changing eligibility for parole and mandatory supervision.","2017-02-27 06:46:05","2017-06-05 10:28:21","TXB00052004","upper","tx","85","bill","SB 1054"
"9800","Relating to the disclosure to public schools of certain records of students placed in residential facilities.","2017-02-27 06:46:07","2017-06-05 10:27:58","TXB00052108","upper","tx","85","bill","SB 1007"
"9801","Relating to procedures for asserting claims under the Americans with Disabilities Act; providing a civil penalty.","2017-02-27 06:46:07","2017-06-05 10:28:32","TXB00052130","upper","tx","85","bill","SB 827"
"9802","Relating to prohibiting certain sex offenders from residing on the campus of a public or private institution of higher education.","2017-02-27 06:46:08","2017-06-05 10:28:38","TXB00052219","upper","tx","85","bill","SB 1041"
"9803","Relating to the sale of real property on which a state supported living center is located.","2017-02-27 06:46:08","2017-06-05 10:28:48","TXB00052253","upper","tx","85","bill","SB 1050"
"9804","Relating to the designation of a liaison to assist first responders with workers' compensation claims.","2017-02-27 06:46:08","2017-06-05 10:28:12","TXB00052257","upper","tx","85","bill","SB 1036"
"9805","Recognizing March 5 through 7, 2017, as Golden Triangle Days.","2017-02-27 06:46:08","2017-06-05 10:28:10","TXB00052262","upper","tx","85","resolution","SR 188"
"9806","Relating to the filing requirements for certain documents in mental health cases.","2017-02-27 06:46:09","2017-06-05 10:28:02","TXB00052337","upper","tx","85","bill","SB 1039"
"9807","Relating to the continuation and functions of the Texas State Board of Pharmacy; authorizing a reduction in fees.","2017-03-02 07:02:36","2017-06-05 10:27:56","TXB00052750","upper","tx","85","bill","SB 306"
"9808","Relating to the continuation and functions of the Texas Board of Nursing and to the regulation of the practice of nursing.","2017-03-02 07:02:48","2017-06-05 10:28:32","TXB00052853","upper","tx","85","bill","SB 305"
"9809","Relating to the sunset review process and certain governmental entities subject to that process.","2017-03-04 07:16:55","2017-06-05 10:28:40","TXB00053200","upper","tx","85","bill","SB 310"
"9810","Relating to the creation of the Texas Behavioral Health Executive Council and to the continuation and transfer of the regulation of sex offender treatment providers, psychologists, marriage and family therapists, professional counselors, chemical dependency counselors, and social workers to the Texas Behavioral Health Executive Council; providing civil and administrative penalties; authorizing a fee.","2017-03-04 07:16:56","2017-06-05 10:28:07","TXB00053203","upper","tx","85","bill","SB 311"
"9811","Recognizing Thor on the occasion of his retirement as a K-9 member of the Abilene Police Department.","2017-03-07 07:40:07","2017-06-05 10:28:36","TXB00053309","upper","tx","85","resolution","SR 383"
"9812","Commending Will Pollard for achieving the rank of Eagle Scout.","2017-03-07 07:40:07","2017-06-05 10:28:21","TXB00053311","upper","tx","85","resolution","SR 366"
"9813","Recognizing March 6, 2017, as USTA Texas Day.","2017-03-07 07:40:07","2017-06-05 10:27:47","TXB00053317","upper","tx","85","resolution","SR 376"
"9814","Recognizing Thelma Hope Roach on the occasion of her 100th birthday.","2017-03-07 07:40:08","2017-06-05 10:27:58","TXB00053323","upper","tx","85","resolution","SR 357"
"9815","In memory of J. Fred Perry.","2017-03-07 07:40:08","2017-06-05 10:28:43","TXB00053324","upper","tx","85","resolution","SR 377"
"9816","Recognizing Jerod Daniel and Cory Davis for receiving the Medal of Valor.","2017-03-07 07:40:10","2017-06-05 10:28:31","TXB00053353","upper","tx","85","resolution","SR 379"
"9817","Recognizing the 2017 Brenham Maifest.","2017-03-07 07:40:11","2017-06-05 10:28:25","TXB00053374","upper","tx","85","resolution","SR 371"
"9818","In memory of Rosa Lea Meek Dickerson.","2017-03-07 07:40:11","2017-06-05 10:27:59","TXB00053375","upper","tx","85","resolution","SR 380"
"9819","Commending Ryan DeKoekkoek for achieving the rank of Eagle Scout.","2017-03-07 07:40:12","2017-06-05 10:27:49","TXB00053382","upper","tx","85","resolution","SR 369"
"9820","Recognizing Naval Air Station-Kingsville on the occasion of its 75th anniversary.","2017-03-07 07:40:12","2017-06-05 10:27:58","TXB00053385","upper","tx","85","resolution","SR 352"
"9821","Recognizing March 7, 2017, as Corsicana and Navarro County Day.","2017-03-07 07:40:13","2017-06-05 10:28:38","TXB00053391","upper","tx","85","resolution","SR 362"
"9822","In memory of the life of Stanley Keith Guffey.","2017-03-07 07:40:13","2017-06-05 10:28:31","TXB00053408","upper","tx","85","resolution","SR 378"
"9823","Recognizing Dick Cole as the last surviving Doolittle Raider.","2017-03-07 07:40:14","2017-06-05 10:28:09","TXB00053418","upper","tx","85","resolution","SR 262"
"9824","In memory of Cleo Weldon Bay Sr.","2017-03-07 07:40:15","2017-06-05 10:28:39","TXB00053422","upper","tx","85","resolution","SR 381"
"9825","Recognizing March 6, 2017, as ATPE Day.","2017-03-07 07:40:15","2017-06-05 10:28:44","TXB00053423","upper","tx","85","resolution","SR 244"
"9826","In memory of Julia ""Judy"" Jones Matthews.","2017-03-07 07:40:15","2017-06-05 10:28:10","TXB00053432","upper","tx","85","resolution","SR 384"
"9827","Recognizing March 15, 2017, as Waco Day.","2017-03-07 07:40:15","2017-06-05 10:28:11","TXB00053434","upper","tx","85","resolution","SR 386"
"9828","In memory of Ted E. Hall.","2017-03-07 07:40:17","2017-06-05 10:28:30","TXB00053451","upper","tx","85","resolution","SR 356"
"9829","Recognizing the Texas Elementary Principals and Supervisors Association on the occasion of its 100th anniversary.","2017-03-07 07:40:17","2017-06-05 10:28:13","TXB00053459","upper","tx","85","resolution","SR 354"
"9830","In memory of the life of S. A. Pleasants.","2017-03-07 07:40:18","2017-06-05 10:28:34","TXB00053466","upper","tx","85","resolution","SR 372"
"9831","Celebrating March 13, 2017, as Houston Advocacy Day.","2017-03-07 07:40:18","2017-06-05 10:28:29","TXB00053475","upper","tx","85","resolution","SR 387"
"9832","Recognizing John Mio on the occasion of his retirement.","2017-03-07 07:40:20","2017-06-05 10:27:47","TXB00053495","upper","tx","85","resolution","SR 349"
"9833","In memory of Gilbert Lozano.","2017-03-07 07:40:21","2017-06-05 10:28:27","TXB00053508","upper","tx","85","resolution","SR 385"
"9834","Recognizing the Margaret Talkington School for Young Women Leaders for being named a 2016 National Blue Ribbon School.","2017-03-07 07:40:21","2017-06-05 10:28:33","TXB00053513","upper","tx","85","resolution","SR 313"
"9835","Commending Evan Loyka for achieving the rank of Eagle Scout.","2017-03-07 07:40:21","2017-06-05 10:27:54","TXB00053515","upper","tx","85","resolution","SR 368"
"9836","Commending Michael Vickers for achieving the rank of Eagle Scout.","2017-03-07 07:40:22","2017-06-05 10:28:06","TXB00053524","upper","tx","85","resolution","SR 367"
"9837","Recognizing ABC Pro Rodeo on the occasion of the event's 75th anniversary.","2017-03-07 07:40:22","2017-06-05 10:27:53","TXB00053525","upper","tx","85","resolution","SR 337"
"9838","Commending Daniel Scaramuzzi for achieving the rank of Eagle Scout.","2017-03-07 07:40:23","2017-06-05 10:27:56","TXB00053556","upper","tx","85","resolution","SR 365"
"9839","Commending Will Easterby for achieving the rank of Eagle Scout.","2017-03-07 07:40:23","2017-06-05 10:28:43","TXB00053558","upper","tx","85","resolution","SR 363"
"9840","Recognizing the Texas A&M Veterinary Medical Diagnostic Laboratory on the occasion of its 50th anniversary.","2017-03-07 07:40:24","2017-06-05 10:27:42","TXB00053563","upper","tx","85","resolution","SR 351"
"9841","In memory of Sue Sharp.","2017-03-07 07:40:24","2017-06-05 10:28:02","TXB00053564","upper","tx","85","resolution","SR 358"
