"","last_name","updated_at","nimsp_candidate_id","full_name","+district_address","first_name","middle_name","id","state","votesmart_id","leg_id","active","transparencydata_id","photo_url","+capital_address","url","country","created_at","level","suffixes","district","party","email","nimsp_id","chamber","nickname","+birth_date"
"59","Muñoz","2017-06-20 10:17:51",NA,"Sergio Muñoz, Jr."," 121 E. Tom Landry
Mission, TX 78572
(956) 584-8999","Sergio","","TXL000396","tx","5424","TXL000396",TRUE,"1629890e31d94a17b9ca27e04cda4e57","http://www.house.state.tx.us/photos/members/2060.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0704","http://www.house.state.tx.us/members/member-page/?district=36","us","2011-01-14 22:24:08","state","Jr.","36","Democratic","",NA,"lower","",NA
"60","Murphy","2017-06-20 10:17:50",NA,"Jim Murphy"," P.O. Box 2910
Austin, TX 78768","Jim","","TXL000397","tx","57985","TXL000397",TRUE,"b405cee86e554e32beb446ff11874996","http://www.house.state.tx.us/photos/members/3875.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0514","http://www.house.state.tx.us/members/member-page/?district=133","us","2011-01-14 22:24:08","state","","133","Republican","",NA,"lower",NA,NA
"61","Price","2017-06-20 10:17:50",NA,"Four Price"," 600 S. Tyler Lobby Box 12013
Amarillo, TX 79105
(806) 374-8787","Four","","TXL000402","tx","116959","TXL000402",TRUE,"049bf99735564aa2abd439664bc7087b","http://www.house.state.tx.us/photos/members/2185.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0470","http://www.house.state.tx.us/members/member-page/?district=87","us","2011-01-14 22:24:08","state","","87","Republican","",NA,"lower",NA,NA
"62","Reynolds","2017-06-20 10:17:51",NA,"Ron Reynolds"," P.O. Box 2910
Austin, TX 78768","Ron","","TXL000404","tx","102294","TXL000404",TRUE,"d1109a2a70864db6a1f4f5338a643eb6","http://www.house.state.tx.us/photos/members/2040.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0494","http://www.house.state.tx.us/members/member-page/?district=27","us","2011-01-14 22:24:08","state","","27","Democratic","",NA,"lower",NA,NA
"63","White","2017-06-20 10:17:51",NA,"James White"," 2915 Atkinson Dr.
Lufkin, TX 75901","James","","TXL000410","tx","116939","TXL000410",TRUE,"40643dce2541496eb30c0c8851d573fc","http://www.house.state.tx.us/photos/members/2030.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0490","http://www.house.state.tx.us/members/member-page/?district=19","us","2011-01-14 22:24:08","state","","19","Republican","",NA,"lower",NA,NA
"64","Workman","2017-06-20 10:17:51",NA,"Paul Workman"," P.O. Box 2910
Austin, TX 78768
(512) 463-0652","Paul","","TXL000411","tx","116948","TXL000411",TRUE,"719c281b01e2429d87801e323475a9f5","http://www.house.state.tx.us/photos/members/2075.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0652","http://www.house.state.tx.us/members/member-page/?district=47","us","2011-01-14 22:24:08","state","","47","Republican","",NA,"lower",NA,NA
"65","Zedler","2017-06-20 10:17:50",NA,"William Zedler"," 5840 West Interstate 20,, Suite #110
Arlington, TX 76017
(817) 483-1885","Bill","","TXL000412","tx","49612","TXL000412",TRUE,"9aeb3d3d751d408e8008de37a1d48740","http://www.house.state.tx.us/photos/members/5150.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0374","http://www.house.state.tx.us/members/member-page/?district=96","us","2011-01-14 22:24:08","state","","96","Republican","",NA,"lower",NA,NA
"66","Raney","2017-06-20 10:17:51",NA,"Raney, John"," 4103 S. Texas Ave.,, Ste. 103
Bryan, TX 77802
(979) 260-5040","John","","TXL000415","tx",NA,"TXL000415",TRUE,"1723b970eeb94ffe8a0c02814b0d7d84","http://www.house.state.tx.us/photos/members/2315.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0698","http://www.house.state.tx.us/members/member-page/?district=14","us","2012-01-25 00:54:58","state","","14","Republican","",NA,"lower",NA,NA
"67","Ashby","2017-06-20 10:17:51",NA,"Ashby, Trent",NA,"Trent","","TXL000424","tx",NA,"TXL000424",TRUE,"76b3814890254ab1abb8afa24bfde96a","http://www.house.state.tx.us/photos/members/2330.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=57",NA,"2013-01-09 00:29:35",NA,"","57","Republican","",NA,"lower",NA,NA
"68","Bell","2017-06-20 10:17:51",NA,"Bell, Cecil",NA,"Cecil","","TXL000425","tx",NA,"TXL000425",TRUE,"ed6de76166284c94ae6aaf51d3d61fec","http://www.house.state.tx.us/photos/members/2335.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=3",NA,"2013-01-09 00:29:35",NA,"","3","Republican","",NA,"lower",NA,NA
"69","Bonnen","2017-06-20 10:17:51",NA,"Bonnen, Greg",NA,"Greg","","TXL000426","tx",NA,"TXL000426",TRUE,"426a21370ec84deda645ed2037d5bff0","http://www.house.state.tx.us/photos/members/2875.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=24",NA,"2013-01-09 00:29:35",NA,"","24","Republican","",NA,"lower",NA,NA
"70","Canales","2017-06-20 10:17:51",NA,"Canales, Terry",NA,"Terry","","TXL000428","tx",NA,"TXL000428",TRUE,"9b7163284b014da19235329720f92700","http://www.house.state.tx.us/photos/members/2340.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=40",NA,"2013-01-09 00:29:35",NA,"","40","Democratic","",NA,"lower",NA,NA
"71","Capriglione","2017-06-20 10:17:51",NA,"Capriglione, Giovanni",NA,"Giovanni","","TXL000429","tx",NA,"TXL000429",TRUE,"92a7306fe3aa41e08b66cc80019ed80f","http://www.house.state.tx.us/photos/members/2345.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=98",NA,"2013-01-09 00:29:35",NA,"","98","Republican","",NA,"lower",NA,NA
"72","Clardy","2017-06-20 10:17:51",NA,"Clardy, Travis",NA,"Travis","","TXL000430","tx",NA,"TXL000430",TRUE,"df24c72316064127a41ec7e9a2d89a86","http://www.house.state.tx.us/photos/members/2355.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=11",NA,"2013-01-09 00:29:35",NA,"","11","Republican","",NA,"lower",NA,NA
"73","Collier","2017-06-20 10:17:51",NA,"Collier, Nicole",NA,"Nicole","","TXL000431","tx",NA,"TXL000431",TRUE,"5c7a8484d7df41e3be820c55fdcb0c81","http://www.house.state.tx.us/photos/members/2360.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=95",NA,"2013-01-09 00:29:35",NA,"","95","Democratic","",NA,"lower",NA,NA
"74","Dale","2017-06-20 10:17:51",NA,"Dale, Tony",NA,"Tony","","TXL000433","tx",NA,"TXL000433",TRUE,NA,"http://www.house.state.tx.us/photos/members/2370.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=136",NA,"2013-01-09 00:29:35",NA,"","136","Republican","",NA,"lower",NA,NA
"75","Fallon","2017-06-20 10:17:51",NA,"Fallon, Pat",NA,"Pat","","TXL000434","tx",NA,"TXL000434",TRUE,"452a66097d964b119227d4b25f338476","http://www.house.state.tx.us/photos/members/2375.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=106",NA,"2013-01-09 00:29:35",NA,"","106","Republican","",NA,"lower",NA,NA
"76","Frank","2017-06-20 10:17:51",NA,"Frank, James",NA,"James","","TXL000436","tx",NA,"TXL000436",TRUE,"e34553c43e0d4074ab165561a1985387","http://www.house.state.tx.us/photos/members/2385.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=69",NA,"2013-01-09 00:29:35",NA,"","69","Republican","",NA,"lower",NA,NA
"77","Goldman","2017-06-20 10:17:51",NA,"Goldman, Craig",NA,"Craig","","TXL000437","tx",NA,"TXL000437",TRUE,"8c11a1c4d84a4c0999f5222430771477","http://www.house.state.tx.us/photos/members/2395.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=97",NA,"2013-01-09 00:29:35",NA,"","97","Republican","",NA,"lower",NA,NA
"78","González","2017-06-20 10:15:30",NA,"González, Mary",NA,"Mary","","TXL000438","tx",NA,"TXL000438",TRUE,"","http://www.house.state.tx.us/photos/members/2410.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=75",NA,"2013-01-09 00:29:35",NA,"","75","Democratic","",NA,"lower","",NA
"79","Guerra","2017-06-20 10:15:30",NA,"Guerra, Bobby",NA,"Bobby","","TXL000439","tx",NA,"TXL000439",TRUE,NA,"http://www.house.state.tx.us/photos/members/2325.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=41",NA,"2013-01-09 00:29:35",NA,"","41","Democratic","",NA,"lower",NA,NA
"80","Kacal","2017-06-20 10:15:30",NA,"Kacal, Kyle",NA,"Kyle","","TXL000441","tx",NA,"TXL000441",TRUE,"2e7bb380810c48a6b30d60132046fb59","http://www.house.state.tx.us/photos/members/2445.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=12",NA,"2013-01-09 00:29:35",NA,"","12","Republican","",NA,"lower",NA,NA
"81","King","2017-06-20 10:17:51",NA,"King, Ken",NA,"Ken","","TXL000442","tx",NA,"TXL000442",TRUE,"b7f689f1a9294cbab74c55212aed0732","http://www.house.state.tx.us/photos/members/2455.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=88",NA,"2013-01-09 00:29:35",NA,"","88","Republican","",NA,"lower",NA,NA
"82","Klick","2017-06-20 10:17:51",NA,"Klick, Stephanie",NA,"Stephanie","","TXL000443","tx",NA,"TXL000443",TRUE,"5b1b0c8765774dc58387b3eabb3bdf58","http://www.house.state.tx.us/photos/members/2460.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=91",NA,"2013-01-09 00:29:35",NA,"","91","Republican","",NA,"lower",NA,NA
"83","Krause","2017-06-20 10:17:51",NA,"Krause, Matt",NA,"Matt","","TXL000444","tx",NA,"TXL000444",TRUE,"337f01f7df0e4f0bae070501a06f94ad","http://www.house.state.tx.us/photos/members/2465.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=93",NA,"2013-01-09 00:29:35",NA,"","93","Republican","",NA,"lower",NA,NA
"84","Leach","2017-06-20 10:17:50",NA,"Leach, Jeff",NA,"Jeff","","TXL000445","tx",NA,"TXL000445",TRUE,"12bf628e3e634ff4b2b3cbd811ada35f","http://www.house.state.tx.us/photos/members/2475.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=67",NA,"2013-01-09 00:29:36",NA,"","67","Republican","",NA,"lower",NA,NA
"85","Longoria","2017-06-20 10:17:51",NA,"Longoria, Oscar",NA,"Oscar","","TXL000446","tx",NA,"TXL000446",TRUE,"8816d7ef6d0a4e5391b625a4e0c94974","http://www.house.state.tx.us/photos/members/2485.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=35",NA,"2013-01-09 00:29:36",NA,"","35","Democratic","",NA,"lower",NA,NA
"86","Miller","2017-06-20 10:17:51",NA,"Miller, Rick",NA,"Rick","","TXL000449","tx",NA,"TXL000449",TRUE,"69d2cf54c2a742b89806f407fafc5584","http://www.house.state.tx.us/photos/members/2500.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=26",NA,"2013-01-09 00:29:36",NA,"","26","Republican","",NA,"lower",NA,NA
"87","Nevárez","2017-06-20 10:17:51",NA,"Nevárez, Poncho",NA,"Poncho","","TXL000452","tx",NA,"TXL000452",TRUE,NA,"http://www.house.state.tx.us/photos/members/2505.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=74",NA,"2013-01-09 00:29:36",NA,"","74","Democratic","",NA,"lower",NA,NA
"88","Paddie","2017-06-20 10:17:51",NA,"Paddie, Chris",NA,"Chris","","TXL000454","tx",NA,"TXL000454",TRUE,"75897327fdf54a809c3affe67e221997","http://www.house.state.tx.us/photos/members/2515.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=9",NA,"2013-01-09 00:29:36",NA,"","9","Republican","",NA,"lower",NA,NA
"89","Rodriguez","2017-06-20 10:17:51",NA,"Rodriguez, Justin",NA,"Justin","","TXL000457","tx",NA,"TXL000457",TRUE,"6290452b5a9b49ec9eab79cd51268ccc","http://www.house.state.tx.us/photos/members/2550.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=125",NA,"2013-01-09 00:29:36",NA,"","125","Democratic","",NA,"lower",NA,NA
"90","Rose","2017-06-20 10:17:51",NA,"Rose, Toni",NA,"Toni","","TXL000458","tx",NA,"TXL000458",TRUE,"8028eab7a17f4c52af9a1b9c5842cca1","http://www.house.state.tx.us/photos/members/2555.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=110",NA,"2013-01-09 00:29:36",NA,"","110","Democratic","",NA,"lower",NA,NA
"91","Sanford","2017-06-20 10:17:51",NA,"Sanford, Scott",NA,"Scott","","TXL000459","tx",NA,"TXL000459",TRUE,"9bf01871fc12432986a985c2556b125f","http://www.house.state.tx.us/photos/members/2715.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=70",NA,"2013-01-09 00:29:36",NA,"","70","Republican","",NA,"lower",NA,NA
"92","Schaefer","2017-06-20 10:17:51",NA,"Schaefer, Matt",NA,"Matt","","TXL000460","tx",NA,"TXL000460",TRUE,"6cbde1069dd64126af7e5013b3e3415b","http://www.house.state.tx.us/photos/members/2725.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=6",NA,"2013-01-09 00:29:36",NA,"","6","Republican","",NA,"lower",NA,NA
"93","Sheffield","2017-06-20 10:17:51",NA,"Sheffield, J. D.",NA,"J. D.","","TXL000461","tx",NA,"TXL000461",TRUE,NA,"http://www.house.state.tx.us/photos/members/2735.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=59",NA,"2013-01-09 00:29:36",NA,"","59","Republican","",NA,"lower",NA,NA
"94","Simmons","2017-06-20 10:17:51",NA,"Simmons, Ron",NA,"Ron","","TXL000462","tx",NA,"TXL000462",TRUE,"a081eb3f888c4dc3844f2767fde8258b","http://www.house.state.tx.us/photos/members/2740.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=65",NA,"2013-01-09 00:29:36",NA,"","65","Republican","",NA,"lower",NA,NA
"95","Springer","2017-06-20 10:17:50",NA,"Springer, Drew",NA,"Drew","","TXL000463","tx",NA,"TXL000463",TRUE,"6880047b500b4233af75b9ffb70ec615","http://www.house.state.tx.us/photos/members/2745.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=68",NA,"2013-01-09 00:29:36",NA,"","68","Republican","",NA,"lower",NA,NA
"96","Stephenson","2017-06-20 10:17:51",NA,"Stephenson, Phil",NA,"Phil","","TXL000464","tx",NA,"TXL000464",TRUE,NA,"http://www.house.state.tx.us/photos/members/2755.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=85",NA,"2013-01-09 00:29:36",NA,"","85","Republican","",NA,"lower",NA,NA
"97","Stickland","2017-06-20 10:17:51",NA,"Stickland, Jonathan",NA,"Jonathan","","TXL000465","tx",NA,"TXL000465",TRUE,"7ddd8ca8cb39479b9a93f80cbf5f66e5","http://www.house.state.tx.us/photos/members/2765.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=92",NA,"2013-01-09 00:29:36",NA,"","92","Republican","",NA,"lower",NA,NA
"98","Thompson","2017-06-20 10:17:51",NA,"Thompson, Ed",NA,"Ed","","TXL000466","tx",NA,"TXL000466",TRUE,"7d93718f8e8f45a194822c016dd8a175","http://www.house.state.tx.us/photos/members/2815.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=29",NA,"2013-01-09 00:29:36",NA,"","29","Republican","",NA,"lower",NA,NA
"99","Villalba","2017-06-20 10:17:51",NA,"Villalba, Jason",NA,"Jason","","TXL000470","tx",NA,"TXL000470",TRUE,"9f74b16f68a24c9db43dafa0527cab62","http://www.house.state.tx.us/photos/members/2855.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=114",NA,"2013-01-09 00:29:36",NA,"","114","Republican","",NA,"lower",NA,NA
"100","Wu","2017-06-20 10:17:51",NA,"Wu, Gene",NA,"Gene","","TXL000472","tx",NA,"TXL000472",TRUE,"16aaee0b38954d69a22a0768216ee87a","http://www.house.state.tx.us/photos/members/2865.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=137",NA,"2013-01-09 00:29:36",NA,"","137","Democratic","",NA,"lower",NA,NA
"101","Israel","2017-06-20 10:17:51",NA,"Israel, Celia",NA,"Celia","","TXL000475","tx",NA,"TXL000475",TRUE,NA,"http://www.house.state.tx.us/photos/members/2415.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=50",NA,"2014-02-19 00:42:39",NA,"","50","Democratic","",NA,"lower",NA,NA
"102","Murr","2017-06-20 10:15:30",NA,"Murr, Andrew",NA,"Andrew","","TXL000480","tx",NA,"TXL000480",TRUE,NA,"http://www.house.state.tx.us/photos/members/2965.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=53",NA,"2015-01-14 00:53:27",NA,"","53","Republican","",NA,"lower",NA,NA
"103","Wray","2017-06-20 10:17:51",NA,"Wray, John",NA,"John","","TXL000481","tx",NA,"TXL000481",TRUE,NA,"http://www.house.state.tx.us/photos/members/2890.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=10",NA,"2015-01-14 00:53:27",NA,"","10","Republican","",NA,"lower",NA,NA
"104","Paul","2017-06-20 10:17:51",NA,"Paul, Dennis",NA,"Dennis","","TXL000484","tx",NA,"TXL000484",TRUE,NA,"http://www.house.state.tx.us/photos/members/3090.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=129",NA,"2015-01-14 00:53:27",NA,"","129","Republican","",NA,"lower",NA,NA
"105","Keough","2017-06-20 10:17:51",NA,"Keough, Mark",NA,"Mark","","TXL000485","tx",NA,"TXL000485",TRUE,NA,"http://www.house.state.tx.us/photos/members/2895.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=15",NA,"2015-01-14 00:53:27",NA,"","15","Republican","",NA,"lower",NA,NA
"106","Landgraf","2017-06-20 10:17:51",NA,"Landgraf, Brooks",NA,"Brooks","","TXL000490","tx",NA,"TXL000490",TRUE,NA,"http://www.house.state.tx.us/photos/members/3040.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=81",NA,"2015-01-14 00:53:27",NA,"","81","Republican","",NA,"lower",NA,NA
"107","Koop","2017-06-20 10:17:51",NA,"Koop, Linda",NA,"Linda","","TXL000491","tx",NA,"TXL000491",TRUE,NA,"http://www.house.state.tx.us/photos/members/3070.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=102",NA,"2015-01-14 00:53:27",NA,"","102","Republican","",NA,"lower",NA,NA
"108","Rinaldi","2017-06-20 10:17:51",NA,"Rinaldi, Matt",NA,"Matt","","TXL000493","tx",NA,"TXL000493",TRUE,"ebcc264166294762834c5aeb9823ab4f","http://www.house.state.tx.us/photos/members/3080.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=115",NA,"2015-01-14 00:53:27",NA,"","115","Republican","",NA,"lower",NA,NA
"109","VanDeaver","2017-06-20 10:17:51",NA,"VanDeaver, Gary",NA,"Gary","","TXL000494","tx",NA,"TXL000494",TRUE,NA,"http://www.house.state.tx.us/photos/members/2540.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=1",NA,"2015-01-14 00:53:27",NA,"","1","Republican","",NA,"lower",NA,NA
"110","Shaheen","2017-06-20 10:17:51",NA,"Shaheen, Matt",NA,"Matt","","TXL000495","tx",NA,"TXL000495",TRUE,NA,"http://www.house.state.tx.us/photos/members/2995.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=66",NA,"2015-01-14 00:53:27",NA,"","66","Republican","",NA,"lower",NA,NA
"111","Phelan","2017-06-20 10:17:51",NA,"Phelan, Dade",NA,"Dade","","TXL000496","tx",NA,"TXL000496",TRUE,NA,"http://www.house.state.tx.us/photos/members/2905.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=21",NA,"2015-01-14 00:53:27",NA,"","21","Republican","",NA,"lower",NA,NA
"112","Blanco","2017-06-20 10:17:51",NA,"Blanco, César",NA,"César","","TXL000497","tx",NA,"TXL000497",TRUE,"","http://www.house.state.tx.us/photos/members/3015.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=76",NA,"2015-01-14 00:53:27",NA,"","76","Democratic","",NA,"lower","",NA
"113","Tinderholt","2017-06-20 10:17:51",NA,"Tinderholt, Tony",NA,"Tony","","TXL000499","tx",NA,"TXL000499",TRUE,NA,"http://www.house.state.tx.us/photos/members/3065.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=94",NA,"2015-01-14 00:53:27",NA,"","94","Republican","",NA,"lower",NA,NA
"114","Burrows","2017-06-20 10:17:51",NA,"Burrows, Dustin",NA,"Dustin","","TXL000500","tx",NA,"TXL000500",TRUE,NA,"http://www.house.state.tx.us/photos/members/3055.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=83",NA,"2015-01-14 00:53:27",NA,"","83","Republican","",NA,"lower",NA,NA
"115","Metcalf","2017-06-20 10:17:50",NA,"Metcalf, Will",NA,"Will","","TXL000502","tx",NA,"TXL000502",TRUE,NA,"http://www.house.state.tx.us/photos/members/2900.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=16",NA,"2015-01-14 00:53:27",NA,"","16","Republican","",NA,"lower",NA,NA
"116","Meyer","2017-06-20 10:17:51",NA,"Meyer, Morgan",NA,"Morgan","","TXL000504","tx",NA,"TXL000504",TRUE,NA,"http://www.house.state.tx.us/photos/members/3075.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=108",NA,"2015-01-14 00:53:28",NA,"","108","Republican","",NA,"lower",NA,NA
"117","Faircloth","2017-06-20 10:17:51",NA,"Faircloth, Wayne",NA,"Wayne","","TXL000506","tx",NA,"TXL000506",TRUE,"a8e3da838ac644518db78bacdc8f6439","http://www.house.state.tx.us/photos/members/2955.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=23",NA,"2015-01-14 00:53:28",NA,"","23","Republican","",NA,"lower",NA,NA
"118","Burns","2017-06-20 10:17:51",NA,"Burns, DeWayne",NA,"DeWayne","","TXL000507","tx",NA,"TXL000507",TRUE,NA,"http://www.house.state.tx.us/photos/members/2975.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=58",NA,"2015-01-14 00:53:28",NA,"","58","Republican","",NA,"lower",NA,NA
"119","Romero","2017-06-20 10:15:30",NA,"Romero, Jr., Ramon",NA,"Jr., Ramon","","TXL000509","tx",NA,"TXL000509",TRUE,NA,"http://www.house.state.tx.us/photos/members/3060.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=90",NA,"2015-01-14 00:53:28",NA,"","90","Democratic","",NA,"lower","",NA
"120","Schofield","2017-06-20 10:17:51",NA,"Schofield, Mike",NA,"Mike","","TXL000510","tx",NA,"TXL000510",TRUE,NA,"http://www.house.state.tx.us/photos/members/3095.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=132",NA,"2015-01-14 00:53:28",NA,"","132","Republican","",NA,"lower",NA,NA
"121","Cyrier","2017-06-20 10:15:30",NA,"Cyrier, John P.",NA,"John P.","","TXL000516","tx",NA,"TXL000516",TRUE,NA,"http://www.house.state.tx.us/photos/members/3125.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=17",NA,"2015-03-10 18:14:59",NA,"","17","Republican","",NA,"lower",NA,NA
"122","Bernal","2017-06-20 10:15:30",NA,"Bernal, Diego M.",NA,"Diego M.","","TXL000517","tx",NA,"TXL000517",TRUE,NA,"http://www.house.state.tx.us/photos/members/3110.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=123",NA,"2015-03-10 18:15:00",NA,"","123","Democratic","",NA,"lower",NA,NA
"123","Minjarez","2017-06-20 10:17:51",NA,"Minjarez, Ina",NA,"Ina","","TXL000519","tx",NA,"TXL000519",TRUE,NA,"http://www.house.state.tx.us/photos/members/3135.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=124",NA,"2015-05-06 20:11:59",NA,"","124","Democratic","",NA,"lower",NA,NA
"124","Johnson","2017-06-20 10:15:30",NA,"Johnson, Jarvis",NA,"Jarvis","","TXL000672","tx",NA,"TXL000672",TRUE,NA,"http://www.house.state.tx.us/photos/members/3185.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=139",NA,"2016-12-28 00:23:50",NA,"","139","Democratic","",NA,"lower",NA,NA
"125","Schubert","2017-06-20 10:17:50",NA,"Schubert, Leighton",NA,"Leighton","","TXL000673","tx",NA,"TXL000673",TRUE,NA,"http://www.house.state.tx.us/photos/members/3115.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=13",NA,"2016-12-28 00:23:50",NA,"","13","Republican","",NA,"lower",NA,NA
"126","Lang","2017-06-20 10:17:51",NA,"Lang, Mike",NA,"Mike","","TXL000675","tx",NA,"TXL000675",TRUE,NA,"http://www.house.state.tx.us/photos/members/3530.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=60",NA,"2017-01-07 05:53:03",NA,"","60","Republican","",NA,"lower",NA,NA
"127","Cortez","2017-06-20 10:17:50",NA,"Cortez, Philip",NA,"Philip","","TXL000676","tx",NA,"TXL000676",TRUE,NA,"http://www.house.state.tx.us/photos/members/2365.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=117",NA,"2017-01-07 05:53:03",NA,"","117","Democratic","",NA,"lower",NA,NA
"128","Biedermann","2017-06-20 10:17:51",NA,"Biedermann, Kyle",NA,"Kyle","","TXL000677","tx",NA,"TXL000677",TRUE,NA,"http://www.house.state.tx.us/photos/members/3575.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=73",NA,"2017-01-07 05:53:03",NA,"","73","Republican","",NA,"lower",NA,NA
"129","Wilson","2017-06-20 10:15:30",NA,"Wilson, Terry",NA,"Terry","","TXL000678","tx",NA,"TXL000678",TRUE,NA,"http://www.house.state.tx.us/photos/members/3525.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=20",NA,"2017-01-07 05:53:03",NA,"","20","Republican","",NA,"lower",NA,NA
"130","Perez","2017-06-20 10:17:51",NA,"Perez, Mary Ann",NA,"Mary Ann","","TXL000679","tx",NA,"TXL000679",TRUE,NA,"http://www.house.state.tx.us/photos/members/2535.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=144",NA,"2017-01-07 05:53:03",NA,"","144","Democratic","",NA,"lower",NA,NA
"131","Stucky","2017-06-20 10:17:51",NA,"Stucky, Lynn",NA,"Lynn","","TXL000680","tx",NA,"TXL000680",TRUE,NA,"http://www.house.state.tx.us/photos/members/3220.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=64",NA,"2017-01-07 05:53:03",NA,"","64","Republican","",NA,"lower",NA,NA
"132","Lambert","2017-06-20 10:17:50",NA,"Lambert, Stan",NA,"Stan","","TXL000681","tx",NA,"TXL000681",TRUE,NA,"http://www.house.state.tx.us/photos/members/3225.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=71",NA,"2017-01-07 05:53:03",NA,"","71","Republican","",NA,"lower",NA,NA
"133","Ortega","2017-06-20 10:17:51",NA,"Ortega, Evelina ""Lina""",NA,"Evelina ""Lina""","","TXL000682","tx",NA,"TXL000682",TRUE,NA,"http://www.house.state.tx.us/photos/members/3545.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=77",NA,"2017-01-07 05:53:03",NA,"","77","Democratic","",NA,"lower",NA,NA
"134","Arévalo","2017-06-20 10:17:51",NA,"Arévalo, Diana",NA,"Diana","","TXL000683","tx",NA,"TXL000683",TRUE,NA,"http://www.house.state.tx.us/photos/members/3555.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=116",NA,"2017-01-07 05:53:03",NA,"","116","Democratic","",NA,"lower",NA,NA
